#ID = Feature ID									
#chrom = Chromosome number									
#start = The start position on the chromosome									
#end = The end position on the chromosome									
#loc = 									
#meanPos = 									
#cyto = The cytoband on the chromosome.									
#arm = The arm of the chromosome									
#genome.version = The version of the genome used.									
#SPOT_ID = Chromosomal region (hg19)									
ID	chrom	star	end	loc	meanPos	cyto	arm	genome.version	SPOT_ID
X2700808	4	88923279	89073547	88923279	88998413	q22.1	4q	UCSC.HG19_2010-03-08	chr4:88923279-89073547
X2702231	4	88969225	89071793	88969225	89020509	q22.1	4q	UCSC.HG19_2010-03-08	chr4:88969225-89071793
X2699857	4	90117181	90267653	90117181	90192417	q22.1	4q	UCSC.HG19_2010-03-08	chr4:90117181-90267653
X2699918	4	90526550	90694787	90526550	90610668.5	q22.1	4q	UCSC.HG19_2010-03-08	chr4:90526550-90694787
X3222532	4	91346700	91515587	91346700	91431143.5	q22.1	4q	UCSC.HG19_2010-03-08	chr4:91346700-91515587
X2700034	4	92252612	92384828	92252612	92318720	q22.1	4q	UCSC.HG19_2010-03-08	chr4:92252612-92384828
X3222403	4	92747277	92872994	92747277	92810135.5	q22.1	4q	UCSC.HG19_2010-03-08	chr4:92747277-92872994
X3222288	4	93258509	93429114	93258509	93343811.5	q22.1	4q	UCSC.HG19_2010-03-08	chr4:93258509-93429114
X2699185	4	93666046	93829814	93666046	93747930	q22.1	4q	UCSC.HG19_2010-03-08	chr4:93666046-93829814
X3222283	4	94386327	94555151	94386327	94470739	q22.2	4q	UCSC.HG19_2010-03-08	chr4:94386327-94555151
X3221936	4	94443871	94619097	94443871	94531484	q22.2	4q	UCSC.HG19_2010-03-08	chr4:94443871-94619097
X3223089	4	95306872	95487268	95306872	95397070	q22.3	4q	UCSC.HG19_2010-03-08	chr4:95306872-95487268
X3222214	4	96027510	96213626	96027510	96120568	q22.3	4q	UCSC.HG19_2010-03-08	chr4:96027510-96213626
X2699753	4	96676373	96831810	96676373	96754091.5	q22.3	4q	UCSC.HG19_2010-03-08	chr4:96676373-96831810
X2698651	4	96686887	96854514	96686887	96770700.5	q22.3	4q	UCSC.HG19_2010-03-08	chr4:96686887-96854514
X2699227	4	97090194	97234093	97090194	97162143.5	q22.3	4q	UCSC.HG19_2010-03-08	chr4:97090194-97234093
X3223042	4	97796046	97970395	97796046	97883220.5	q22.3	4q	UCSC.HG19_2010-03-08	chr4:97796046-97970395
X2699220	4	98280044	98427139	98280044	98353591.5	q22.3	4q	UCSC.HG19_2010-03-08	chr4:98280044-98427139
X2699870	4	99459856	99668413	99459856	99564134.5	q23	4q	UCSC.HG19_2010-03-08	chr4:99459856-99668413
X2699258	4	101028932	101197435	101028932	101113183.5	q23	4q	UCSC.HG19_2010-03-08	chr4:101028932-101197435
X3222361	4	101252351	101387726	101252351	101320038.5	q24	4q	UCSC.HG19_2010-03-08	chr4:101252351-101387726
X3222504	4	102309822	102487026	102309822	102398424	q24	4q	UCSC.HG19_2010-03-08	chr4:102309822-102487026
X2703330	4	102848201	103002006	102848201	102925103.5	q24	4q	UCSC.HG19_2010-03-08	chr4:102848201-103002006
X3222063	4	103387318	103581033	103387318	103484175.5	q24	4q	UCSC.HG19_2010-03-08	chr4:103387318-103581033
X2701328	4	103624567	103815189	103624567	103719878	q24	4q	UCSC.HG19_2010-03-08	chr4:103624567-103815189
X2699745	4	104358960	104497952	104358960	104428456	q24	4q	UCSC.HG19_2010-03-08	chr4:104358960-104497952
X3222588	4	105472499	105638243	105472499	105555371	q24	4q	UCSC.HG19_2010-03-08	chr4:105472499-105638243
X2699949	4	106209939	106387677	106209939	106298808	q24	4q	UCSC.HG19_2010-03-08	chr4:106209939-106387677
X2699890	4	106509938	106660494	106509938	106585216	q24	4q	UCSC.HG19_2010-03-08	chr4:106509938-106660494
X2701188	4	107517239	107667658	107517239	107592448.5	q24	4q	UCSC.HG19_2010-03-08	chr4:107517239-107667658
X3221983	4	109065831	109254145	109065831	109159988	q25	4q	UCSC.HG19_2010-03-08	chr4:109065831-109254145
X2701872	4	109398115	109601555	109398115	109499835	q25	4q	UCSC.HG19_2010-03-08	chr4:109398115-109601555
X2700373	4	110644843	110718648	110644843	110681745.5	q25	4q	UCSC.HG19_2010-03-08	chr4:110644843-110718648
X2701103	4	111428750	111545985	111428750	111487367.5	q25	4q	UCSC.HG19_2010-03-08	chr4:111428750-111545985
X2701115	4	111499265	111649570	111499265	111574417.5	q25	4q	UCSC.HG19_2010-03-08	chr4:111499265-111649570
X2701109	4	111499265	111649620	111499265	111574442.5	q25	4q	UCSC.HG19_2010-03-08	chr4:111499265-111649620
X2702353	4	111524086	111696245	111524086	111610165.5	q25	4q	UCSC.HG19_2010-03-08	chr4:111524086-111696245
X3222233	4	112989811	113195775	112989811	113092793	q25	4q	UCSC.HG19_2010-03-08	chr4:112989811-113195775
X2699768	4	113042580	113209963	113042580	113126271.5	q25	4q	UCSC.HG19_2010-03-08	chr4:113042580-113209963
X2702091	4	114318711	114454212	114318711	114386461.5	q26	4q	UCSC.HG19_2010-03-08	chr4:114318711-114454212
X3222487	4	115170277	115341678	115170277	115255977.5	q26	4q	UCSC.HG19_2010-03-08	chr4:115170277-115341678
X2700390	4	116100171	116389870	116100171	116245020.5	q26	4q	UCSC.HG19_2010-03-08	chr4:116100171-116389870
X2698989	4	116876456	117052318	116876456	116964387	q26	4q	UCSC.HG19_2010-03-08	chr4:116876456-117052318
X2699866	4	118367622	118518077	118367622	118442849.5	q26	4q	UCSC.HG19_2010-03-08	chr4:118367622-118518077
X2699340	4	118424285	118575007	118424285	118499646	q26	4q	UCSC.HG19_2010-03-08	chr4:118424285-118575007
X2699022	4	118853610	119029591	118853610	118941600.5	q26	4q	UCSC.HG19_2010-03-08	chr4:118853610-119029591
X2699107	4	119814223	119972802	119814223	119893512.5	q26	4q	UCSC.HG19_2010-03-08	chr4:119814223-119972802
X2700381	4	119957740	119957989	119957740	119957864.5	q26	4q	UCSC.HG19_2010-03-08	chr4:119957740-119957989
X2698996	4	120850381	121025717	120850381	120938049	q27	4q	UCSC.HG19_2010-03-08	chr4:120850381-121025717
X2699880	4	121021496	121171582	121021496	121096539	q27	4q	UCSC.HG19_2010-03-08	chr4:121021496-121171582
X3222901	4	121421524	121593814	121421524	121507669	q27	4q	UCSC.HG19_2010-03-08	chr4:121421524-121593814
X2699093	4	121496368	121686260	121496368	121591314	q27	4q	UCSC.HG19_2010-03-08	chr4:121496368-121686260
X2702257	4	122594456	122767665	122594456	122681060.5	q27	4q	UCSC.HG19_2010-03-08	chr4:122594456-122767665
X2700849	4	122631479	122770673	122631479	122701076	q27	4q	UCSC.HG19_2010-03-08	chr4:122631479-122770673
X2698769	4	122625320	122811038	122625320	122718179	q27	4q	UCSC.HG19_2010-03-08	chr4:122625320-122811038
X2699157	4	123496415	123684938	123496415	123590676.5	q27	4q	UCSC.HG19_2010-03-08	chr4:123496415-123684938
X3222099	4	123735972	123902748	123735972	123819360	q27	4q	UCSC.HG19_2010-03-08	chr4:123735972-123902748
X2699119	4	123798159	123948292	123798159	123873225.5	q27	4q	UCSC.HG19_2010-03-08	chr4:123798159-123948292
X2699852	4	124328255	124328401	124328255	124328328	q28.1	4q	UCSC.HG19_2010-03-08	chr4:124328255-124328401
X2699017	4	124676377	124846021	124676377	124761199	q28.1	4q	UCSC.HG19_2010-03-08	chr4:124676377-124846021
X2699002	4	126135294	126300045	126135294	126217669.5	q28.1	4q	UCSC.HG19_2010-03-08	chr4:126135294-126300045
X2699879	4	126376295	126580445	126376295	126478370	q28.1	4q	UCSC.HG19_2010-03-08	chr4:126376295-126580445
X2699781	4	126409236	126565926	126409236	126487581	q28.1	4q	UCSC.HG19_2010-03-08	chr4:126409236-126565926
X2699072	4	127031077	127214848	127031077	127122962.5	q28.1	4q	UCSC.HG19_2010-03-08	chr4:127031077-127214848
X2699373	4	127564989	127712067	127564989	127638528	q28.1	4q	UCSC.HG19_2010-03-08	chr4:127564989-127712067
X2700529	4	128070792	128221063	128070792	128145927.5	q28.1	4q	UCSC.HG19_2010-03-08	chr4:128070792-128221063
X2698674	4	128093320	128268532	128093320	128180926	q28.1	4q	UCSC.HG19_2010-03-08	chr4:128093320-128268532
X2699898	4	128733068	128925135	128733068	128829101.5	q28.1	4q	UCSC.HG19_2010-03-08	chr4:128733068-128925135
X2701875	4	129148546	129323569	129148546	129236057.5	q28.2	4q	UCSC.HG19_2010-03-08	chr4:129148546-129323569
X2699865	4	129849294	129999687	129849294	129924490.5	q28.2	4q	UCSC.HG19_2010-03-08	chr4:129849294-129999687
X2699383	4	130320791	130470972	130320791	130395881.5	q28.2	4q	UCSC.HG19_2010-03-08	chr4:130320791-130470972
X2699736	4	130692624	130863940	130692624	130778282	q28.2	4q	UCSC.HG19_2010-03-08	chr4:130692624-130863940
X2699435	4	131549820	131726035	131549820	131637927.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:131549820-131726035
X2700563	4	132105488	132255799	132105488	132180643.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:132105488-132255799
X2700424	4	132961115	133064160	132961115	133012637.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:132961115-133064160
X3222173	4	133843954	133998449	133843954	133921201.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:133843954-133998449
X2700498	4	134719386	134875685	134719386	134797535.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:134719386-134875685
X2699273	4	136123359	136269452	136123359	136196405.5	q28.3	4q	UCSC.HG19_2010-03-08	chr4:136123359-136269452
X2701327	4	137224041	137404159	137224041	137314100	q28.3	4q	UCSC.HG19_2010-03-08	chr4:137224041-137404159
X3222745	4	138166249	138355763	138166249	138261006	q28.3	4q	UCSC.HG19_2010-03-08	chr4:138166249-138355763
X2699441	4	138893430	139083098	138893430	138988264	q28.3	4q	UCSC.HG19_2010-03-08	chr4:138893430-139083098
X2699927	4	138994495	139144605	138994495	139069550	q28.3	4q	UCSC.HG19_2010-03-08	chr4:138994495-139144605
X2699219	4	139413101	139581791	139413101	139497446	q28.3	4q	UCSC.HG19_2010-03-08	chr4:139413101-139581791
X3222254	4	139724784	139946358	139724784	139835571	q31.1	4q	UCSC.HG19_2010-03-08	chr4:139724784-139946358
X3222385	4	140111815	140292152	140111815	140201983.5	q31.1	4q	UCSC.HG19_2010-03-08	chr4:140111815-140292152
X2699936	4	140390995	140555121	140390995	140473058	q31.1	4q	UCSC.HG19_2010-03-08	chr4:140390995-140555121
X3222016	4	140658183	140824058	140658183	140741120.5	q31.1	4q	UCSC.HG19_2010-03-08	chr4:140658183-140824058
X2700490	4	140864684	141015075	140864684	140939879.5	q31.1	4q	UCSC.HG19_2010-03-08	chr4:140864684-141015075
X2700491	4	140864699	141015260	140864699	140939979.5	q31.1	4q	UCSC.HG19_2010-03-08	chr4:140864699-141015260
X2699515	4	142355271	142504080	142355271	142429675.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:142355271-142504080
X2699769	4	142643869	142788516	142643869	142716192.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:142643869-142788516
X2699889	4	143339830	143502620	143339830	143421225	q31.2	4q	UCSC.HG19_2010-03-08	chr4:143339830-143502620
X2698655	4	144042003	144207351	144042003	144124677	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144042003-144207351
X3222238	4	144409109	144590158	144409109	144499633.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144409109-144590158
X2698594	4	144507858	144658112	144507858	144582985	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144507858-144658112
X2699875	4	144575176	144761062	144575176	144668119	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144575176-144761062
X2701869	4	144575443	144761218	144575443	144668330.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144575443-144761218
X2700314	4	144908443	145009223	144908443	144958833	q31.2	4q	UCSC.HG19_2010-03-08	chr4:144908443-145009223
X2699863	4	146555317	146711757	146555317	146633537	q31.2	4q	UCSC.HG19_2010-03-08	chr4:146555317-146711757
X2699860	4	146645932	146795995	146645932	146720963.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:146645932-146795995
X2699891	4	146645952	146796048	146645952	146721000	q31.2	4q	UCSC.HG19_2010-03-08	chr4:146645952-146796048
X2703219	4	147696628	147846858	147696628	147771743	q31.2	4q	UCSC.HG19_2010-03-08	chr4:147696628-147846858
X2699207	4	147696627	147868078	147696627	147782352.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:147696627-147868078
X2701768	4	149941384	150091954	149941384	150016669	q31.2	4q	UCSC.HG19_2010-03-08	chr4:149941384-150091954
X2699201	4	150007235	150157974	150007235	150082604.5	q31.2	4q	UCSC.HG19_2010-03-08	chr4:150007235-150157974
X2700415	4	150623429	150623555	150623429	150623492	q31.2	4q	UCSC.HG19_2010-03-08	chr4:150623429-150623555
X2698606	4	150567861	150718045	150567861	150642953	q31.2	4q	UCSC.HG19_2010-03-08	chr4:150567861-150718045
X3222415	4	151311880	151498707	151311880	151405293.5	q31.3	4q	UCSC.HG19_2010-03-08	chr4:151311880-151498707
X2701289	4	152259004	152418992	152259004	152338998	q31.3	4q	UCSC.HG19_2010-03-08	chr4:152259004-152418992
X2699845	4	152743708	152931974	152743708	152837841	q31.3	4q	UCSC.HG19_2010-03-08	chr4:152743708-152931974
X2699855	4	152743708	152931974	152743708	152837841	q31.3	4q	UCSC.HG19_2010-03-08	chr4:152743708-152931974
X2702977	4	153167232	153375753	153167232	153271492.5	q31.3	4q	UCSC.HG19_2010-03-08	chr4:153167232-153375753
X2699767	4	153481274	153640642	153481274	153560958	q31.3	4q	UCSC.HG19_2010-03-08	chr4:153481274-153640642
X2701848	4	153635908	153827004	153635908	153731456	q31.3	4q	UCSC.HG19_2010-03-08	chr4:153635908-153827004
X2699625	4	154360036	154527581	154360036	154443808.5	q31.3	4q	UCSC.HG19_2010-03-08	chr4:154360036-154527581
X2702070	4	154447596	154608782	154447596	154528189	q31.3	4q	UCSC.HG19_2010-03-08	chr4:154447596-154608782
X2699513	4	155445494	155632007	155445494	155538750.5	q31.3	4q	UCSC.HG19_2010-03-08	chr4:155445494-155632007
X2699317	4	156318172	156488634	156318172	156403403	q32.1	4q	UCSC.HG19_2010-03-08	chr4:156318172-156488634
X2701159	4	157449373	157623545	157449373	157536459	q32.1	4q	UCSC.HG19_2010-03-08	chr4:157449373-157623545
X2701148	4	158960520	159140172	158960520	159050346	q32.1	4q	UCSC.HG19_2010-03-08	chr4:158960520-159140172
X2699939	4	160287153	160464853	160287153	160376003	q32.1	4q	UCSC.HG19_2010-03-08	chr4:160287153-160464853
X2698617	4	160480555	160657848	160480555	160569201.5	q32.1	4q	UCSC.HG19_2010-03-08	chr4:160480555-160657848
X2703331	4	160574981	160669350	160574981	160622165.5	q32.1	4q	UCSC.HG19_2010-03-08	chr4:160574981-160669350
X3222446	4	161239320	161408571	161239320	161323945.5	q32.1	4q	UCSC.HG19_2010-03-08	chr4:161239320-161408571
X3221889	4	161591449	161741783	161591449	161666616	q32.1	4q	UCSC.HG19_2010-03-08	chr4:161591449-161741783
X2699242	4	162071230	162245902	162071230	162158566	q32.2	4q	UCSC.HG19_2010-03-08	chr4:162071230-162245902
X2699874	4	162136586	162326732	162136586	162231659	q32.2	4q	UCSC.HG19_2010-03-08	chr4:162136586-162326732
X3222515	4	162446917	162606108	162446917	162526512.5	q32.2	4q	UCSC.HG19_2010-03-08	chr4:162446917-162606108
X2701269	4	163207893	163367843	163207893	163287868	q32.2	4q	UCSC.HG19_2010-03-08	chr4:163207893-163367843
X3222410	4	164066702	164235889	164066702	164151295.5	q32.2	4q	UCSC.HG19_2010-03-08	chr4:164066702-164235889
X2699945	4	164439860	164598671	164439860	164519265.5	q32.2	4q	UCSC.HG19_2010-03-08	chr4:164439860-164598671
X2699232	4	164827537	164983446	164827537	164905491.5	q32.3	4q	UCSC.HG19_2010-03-08	chr4:164827537-164983446
X2700561	4	166304059	166454621	166304059	166379340	q32.3	4q	UCSC.HG19_2010-03-08	chr4:166304059-166454621
X2702466	4	167608835	167782651	167608835	167695743	q32.3	4q	UCSC.HG19_2010-03-08	chr4:167608835-167782651
X3222516	4	168388985	168562581	168388985	168475783	q32.3	4q	UCSC.HG19_2010-03-08	chr4:168388985-168562581
X2699869	4	169243036	169408580	169243036	169325808	q32.3	4q	UCSC.HG19_2010-03-08	chr4:169243036-169408580
X2699683	4	170399993	170611396	170399993	170505694.5	q33	4q	UCSC.HG19_2010-03-08	chr4:170399993-170611396
X2701851	4	171123624	171288061	171123624	171205842.5	q33	4q	UCSC.HG19_2010-03-08	chr4:171123624-171288061
X2699464	4	171715797	171876539	171715797	171796168	q33	4q	UCSC.HG19_2010-03-08	chr4:171715797-171876539
X2699254	4	172293795	172456650	172293795	172375222.5	q34.1	4q	UCSC.HG19_2010-03-08	chr4:172293795-172456650
X2703238	4	172852313	173002492	172852313	172927402.5	q34.1	4q	UCSC.HG19_2010-03-08	chr4:172852313-173002492
X2698629	4	174169727	174319976	174169727	174244851.5	q34.1	4q	UCSC.HG19_2010-03-08	chr4:174169727-174319976
X3222683	4	175184013	175343909	175184013	175263961	q34.1	4q	UCSC.HG19_2010-03-08	chr4:175184013-175343909
X2699897	4	175383740	175560073	175383740	175471906.5	q34.1	4q	UCSC.HG19_2010-03-08	chr4:175383740-175560073
X2699584	4	175917314	176110289	175917314	176013801.5	q34.1	4q	UCSC.HG19_2010-03-08	chr4:175917314-176110289
X2701845	4	176357629	176533557	176357629	176445593	q34.2	4q	UCSC.HG19_2010-03-08	chr4:176357629-176533557
X3222218	4	177727555	177928170	177727555	177827862.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:177727555-177928170
X2698794	4	179066795	179166572	179066795	179116683.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:179066795-179166572
X2699290	4	179078688	179233425	179078688	179156056.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:179078688-179233425
X3222161	4	179688169	179865764	179688169	179776966.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:179688169-179865764
X3222306	4	180935120	181098539	180935120	181016829.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:180935120-181098539
X2701145	4	181738123	181844130	181738123	181791126.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:181738123-181844130
X2699779	4	181738199	181896668	181738199	181817433.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:181738199-181896668
X3223044	4	182374326	182565024	182374326	182469675	q34.3	4q	UCSC.HG19_2010-03-08	chr4:182374326-182565024
X2700382	4	182997810	183182389	182997810	183090099.5	q34.3	4q	UCSC.HG19_2010-03-08	chr4:182997810-183182389
X2698640	4	183264397	183424116	183264397	183344256.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:183264397-183424116
X2701196	4	183882181	184060136	183882181	183971158.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:183882181-184060136
X2702076	4	184964440	185089628	184964440	185027034	q35.1	4q	UCSC.HG19_2010-03-08	chr4:184964440-185089628
X2700845	4	185209088	185335971	185209088	185272529.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185209088-185335971
X2700399	4	185262994	185439757	185262994	185351375.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185262994-185439757
X3222295	4	185484899	185663903	185484899	185574401	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185484899-185663903
X2698586	4	185831989	185832580	185831989	185832284.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185831989-185832580
X2698675	4	185919499	186070523	185919499	185995011	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185919499-186070523
X2701883	4	185936250	186145813	185936250	186041031.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:185936250-186145813
X2698652	4	186413470	186583404	186413470	186498437	q35.1	4q	UCSC.HG19_2010-03-08	chr4:186413470-186583404
X3222477	4	186447334	186627279	186447334	186537306.5	q35.1	4q	UCSC.HG19_2010-03-08	chr4:186447334-186627279
X2699240	4	187504961	187673006	187504961	187588983.5	q35.2	4q	UCSC.HG19_2010-03-08	chr4:187504961-187673006
X2698663	4	187522809	187672914	187522809	187597861.5	q35.2	4q	UCSC.HG19_2010-03-08	chr4:187522809-187672914
X3222242	4	188800115	188971490	188800115	188885802.5	q35.2	4q	UCSC.HG19_2010-03-08	chr4:188800115-188971490
X2699291	4	189641916	189792344	189641916	189717130	q35.2	4q	UCSC.HG19_2010-03-08	chr4:189641916-189792344
X3222456	4	190436495	190574042	190436495	190505268.5	q35.2	4q	UCSC.HG19_2010-03-08	chr4:190436495-190574042
X3222550	4	190531203	190694445	190531203	190612824	q35.2	4q	UCSC.HG19_2010-03-08	chr4:190531203-190694445
X2698363	4	190632951	190783186	190632951	190708068.5	q35.2	4q	UCSC.HG19_2010-03-08	chr4:190632951-190783186
X2699302	4	190733454	190897516	190733454	190815485	q35.2	4q	UCSC.HG19_2010-03-08	chr4:190733454-190897516
X3222728	5	17455	95527	17455	56491	p15.3	5p	UCSC.HG19_2010-03-08	chr5:17455-95527
X3222595	5	117790	311908	117790	214849	p15.3	5p	UCSC.HG19_2010-03-08	chr5:117790-311908
X3222661	5	297841	451867	297841	374854	p15.3	5p	UCSC.HG19_2010-03-08	chr5:297841-451867
X2698290	5	350405	560204	350405	455304.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:350405-560204
X2699926	5	464606	626982	464606	545794	p15.3	5p	UCSC.HG19_2010-03-08	chr5:464606-626982
X2700264	5	1324465	1487882	1324465	1406173.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:1324465-1487882
X2702524	5	2639035	2795730	2639035	2717382.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:2639035-2795730
X2700407	5	3396564	3396730	3396564	3396647	p15.3	5p	UCSC.HG19_2010-03-08	chr5:3396564-3396730
X2703332	5	3472038	3678384	3472038	3575211	p15.3	5p	UCSC.HG19_2010-03-08	chr5:3472038-3678384
X2701626	5	4890452	5053731	4890452	4972091.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:4890452-5053731
X2700416	5	4896935	5052667	4896935	4974801	p15.3	5p	UCSC.HG19_2010-03-08	chr5:4896935-5052667
X2702436	5	5749622	5902692	5749622	5826157	p15.3	5p	UCSC.HG19_2010-03-08	chr5:5749622-5902692
X2700257	5	5749625	5902908	5749625	5826266.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:5749625-5902908
X2699968	5	6462666	6663110	6462666	6562888	p15.3	5p	UCSC.HG19_2010-03-08	chr5:6462666-6663110
X2701293	5	7334106	7500392	7334106	7417249	p15.3	5p	UCSC.HG19_2010-03-08	chr5:7334106-7500392
X2700243	5	7334147	7500390	7334147	7417268.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:7334147-7500390
X3222244	5	8427062	8621619	8427062	8524340.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:8427062-8621619
X3222575	5	8556125	8738532	8556125	8647328.5	p15.3	5p	UCSC.HG19_2010-03-08	chr5:8556125-8738532
X2699956	5	9427251	9629915	9427251	9528583	p15.3	5p	UCSC.HG19_2010-03-08	chr5:9427251-9629915
X2702030	5	10226315	10393674	10226315	10309994.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:10226315-10393674
X2701296	5	10569360	10721113	10569360	10645236.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:10569360-10721113
X2700297	5	10569353	10721130	10569353	10645241.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:10569353-10721130
X2702435	5	11368891	11543314	11368891	11456102.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:11368891-11543314
X2700276	5	11368917	11543790	11368917	11456353.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:11368917-11543790
X3222610	5	12184789	12377630	12184789	12281209.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:12184789-12377630
X2703250	5	13073745	13261003	13073745	13167374	p15.2	5p	UCSC.HG19_2010-03-08	chr5:13073745-13261003
X3222689	5	14038279	14213735	14038279	14126007	p15.2	5p	UCSC.HG19_2010-03-08	chr5:14038279-14213735
X2701283	5	14873867	15055272	14873867	14964569.5	p15.2	5p	UCSC.HG19_2010-03-08	chr5:14873867-15055272
X2700273	5	14873888	15055270	14873888	14964579	p15.2	5p	UCSC.HG19_2010-03-08	chr5:14873888-15055270
X2699941	5	16385608	16548210	16385608	16466909	p15.1	5p	UCSC.HG19_2010-03-08	chr5:16385608-16548210
X2700433	5	16562164	16738158	16562164	16650161	p15.1	5p	UCSC.HG19_2010-03-08	chr5:16562164-16738158
X2700258	5	17412576	17589308	17412576	17500942	p15.1	5p	UCSC.HG19_2010-03-08	chr5:17412576-17589308
X2701199	5	18062036	18212255	18062036	18137145.5	p15.1	5p	UCSC.HG19_2010-03-08	chr5:18062036-18212255
X2700473	5	18729875	18879981	18729875	18804928	p14.3	5p	UCSC.HG19_2010-03-08	chr5:18729875-18879981
X2699559	5	19185878	19354658	19185878	19270268	p14.3	5p	UCSC.HG19_2010-03-08	chr5:19185878-19354658
X2699783	5	19449689	19620372	19449689	19535030.5	p14.3	5p	UCSC.HG19_2010-03-08	chr5:19449689-19620372
X3222700	5	20248673	20418559	20248673	20333616	p14.3	5p	UCSC.HG19_2010-03-08	chr5:20248673-20418559
X2700441	5	21124080	21225584	21124080	21174832	p14.3	5p	UCSC.HG19_2010-03-08	chr5:21124080-21225584
X2698607	5	21148625	21298794	21148625	21223709.5	p14.3	5p	UCSC.HG19_2010-03-08	chr5:21148625-21298794
X3221970	5	21963957	22116172	21963957	22040064.5	p14.3	5p	UCSC.HG19_2010-03-08	chr5:21963957-22116172
X2701276	5	23333843	23334633	23333843	23334238	p14.2	5p	UCSC.HG19_2010-03-08	chr5:23333843-23334633
X2699165	5	23276744	23408723	23276744	23342733.5	p14.3	5p	UCSC.HG19_2010-03-08	chr5:23276744-23408723
X3221959	5	23712530	23903611	23712530	23808070.5	p14.2	5p	UCSC.HG19_2010-03-08	chr5:23712530-23903611
X2703334	5	24450695	24623919	24450695	24537307	p14.2	5p	UCSC.HG19_2010-03-08	chr5:24450695-24623919
X3223067	5	25504439	25678712	25504439	25591575.5	p14.1	5p	UCSC.HG19_2010-03-08	chr5:25504439-25678712
X2703335	5	26541525	26609945	26541525	26575735	p14.1	5p	UCSC.HG19_2010-03-08	chr5:26541525-26609945
X3223072	5	27249672	27383473	27249672	27316572.5	p14.1	5p	UCSC.HG19_2010-03-08	chr5:27249672-27383473
X2699673	5	28120854	28302041	28120854	28211447.5	p14.1	5p	UCSC.HG19_2010-03-08	chr5:28120854-28302041
X2699241	5	28678512	28829083	28678512	28753797.5	p14.1	5p	UCSC.HG19_2010-03-08	chr5:28678512-28829083
X2702098	5	29827648	29922076	29827648	29874862	p13.3	5p	UCSC.HG19_2010-03-08	chr5:29827648-29922076
X2698618	5	29930880	30063248	29930880	29997064	p13.3	5p	UCSC.HG19_2010-03-08	chr5:29930880-30063248
X3222422	5	30779105	30939895	30779105	30859500	p13.3	5p	UCSC.HG19_2010-03-08	chr5:30779105-30939895
X2700250	5	31621735	31764678	31621735	31693206.5	p13.3	5p	UCSC.HG19_2010-03-08	chr5:31621735-31764678
X2701785	5	32786562	32982324	32786562	32884443	p13.3	5p	UCSC.HG19_2010-03-08	chr5:32786562-32982324
X3222202	5	32831805	32982049	32831805	32906927	p13.3	5p	UCSC.HG19_2010-03-08	chr5:32831805-32982049
X3222141	5	33885881	34096276	33885881	33991078.5	p13.2	5p	UCSC.HG19_2010-03-08	chr5:33885881-34096276
X2699924	5	33942756	34131120	33942756	34036938	p13.2	5p	UCSC.HG19_2010-03-08	chr5:33942756-34131120
X2700263	5	35210650	35375588	35210650	35293119	p13.2	5p	UCSC.HG19_2010-03-08	chr5:35210650-35375588
